3.9	9.3	2.6	25.5
5.2	3.5	7.6	19.6
7.2	3.4	4.6	19.4
9.6	3.1	6.4	20.5
11.9	3.4	7.9	19.6
14.5	3.2	9.8	19.9
16.9	3.2	11.5	19.9
19.3	3.2	12.8	20.0
21.7	3.3	16.6	20.5
24.0	3.2	16.2	20.9
26.2	3.4	19.6	20.0
28.6	3.4	21.9	20.1
31.4	3.5	22.7	19.4
33.5	3.2	24.0	20.2
36.4	3.5	24.5	20.2
38.6	3.1	28.9	20.5
41.1	3.4	28.2	20.2
43.6	3.1	32.4	20.7
45.4	3.3	30.7	20.5
48.0	3.2	32.5	20.4
