3.08	12.93
2.77	10.24
2.98	10.24
3.35	10.26
3.86	10.21
4.38	10.21
4.96	10.19
5.66	10.11
6.4	9.98
7.34	10.16
8.34	10.01
9.41	10.03
10.59	9.92
12.05	9.98
13.23	9.92
14.83	9.94
16.31	9.81
18.17	9.94
19.99	9.87
21.94	9.76
23.75	9.9
26.06	9.87
28.04	9.79
30.76	9.9
33.1	9.86
35.92	9.88
38.91	10.18
42.21	10.24
44.76	10.02
48.54	9.87
52.06	9.85
55.73	9.86
60.07	9.82
64.83	9.96
68.6	9.85
73.14	10.15
77.86	10.02
83.52	10.09
